ENABLE,PDCAPREFIX,TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DUTCOMMAND,TIMEOUT,PLUGIN,ATLASCOMMAND,MDPARSER,REGEX,EXPECT,ENVIRONMENT,LIMITGROUP,RETESTPOLICY,HANGTIMEOUT,BGCT,PARAMETER,COF
1,3192,SOC,SET-P9P12-PA2DDR,,true to dumppa2ddr?,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3193,SOC,DUMP-P9P12-PROW-HAMMER,,show dvfm,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3194,SOC,DUMP-P9P12-NOM-SOCPERF,,show socperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3195,SOC,DUMP-P9P12-NOM-DCSPERF,,show dcsperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3196,SOC,DUMP-P9P12-PMU,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3197,SOC,SET-P9P12-VDDR1V1,,set pmu -vdd2=1060,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3198,SOC,DUMP-P9P12-PMU-2,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3199,SOC,RBM-P9P12,,rbm-phigh9to12 -tout 300,400,Dut,sendCommand,0,,TEST_PASSED,RBM,xVT,A -> FA,120,x,,1
1,3200,SOC,DUMP-P9P12-TEMPLOG,,.templog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3201,SOC,DUMP-P9P12-L2-DECODE,,.rfl,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3202,SOC,DUMP-P9P12-MAX-TEMP,,.sns-maxtemp,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3203,SOC,DUMP-P9P12-TEMP-EVENT,,.tel,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3204,SOC,DUMP-P9P12-LOG,,.rbmlog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3205,SOC,DUMP-P9P12-APSC-LOG,,.apsc_log,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3206,SOC,DUMP-P9P12-MTQ,,.mtq,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3207,SOC,DUMP-P9P12-RBMS,,.rbm_s,5,runTest,runRBM,0,,0,RBM,xVT,A -> FA,,,,1
1,3208,SOC,FIXTURESIGNAL_SETFANSPEED_0,,FIXTURESIGNAL_SETFANSPEED_0,60,Rush,setfanspeed,0,,,,xVT,AAB,,,,1
1,3209,SOC,Reset MLB,,FIXTURESIGNAL_BOOT_RBM,60,Rush,restore,0,,-> <-,RBM,xVT,AAB,,,,1
1,3210,SOC,DUMP-P13-PCORE-STATE,,phigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3211,SOC,DUMP-P13-ECORE-STATE,,ehigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3212,SOC,DUMP-P13-TEMP,,.temps,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3213,SOC,DUMP-P13-PROW-HAMMER,,calc-pdvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3214,SOC,DUMP-P13-PROW-HAMMER,,calc-edvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3215,SOC,SET-P13-PA2DDR,,true to dumppa2ddr?,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3216,SOC,DUMP-P13-PROW-HAMMER,,show dvfm,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3217,SOC,DUMP-P13-PROW-HAMMER,,show socperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3218,SOC,DUMP-P13-PROW-HAMMER,,show dcsperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3219,SOC,DUMP-P13-PMU,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3220,SOC,SET-P13-VDDR1V1,,set pmu -vdd2=1060,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3221,SOC,DUMP-P13-PMU-2,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3222,SOC,RBM-P13,,rbm-phigh13 -tout 300,400,Dut,sendCommand,0,,TEST_PASSED,RBM,xVT,A -> FA,60,x,,1
1,3223,SOC,DUMP-P13-TEMPLOG,,.templog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3224,SOC,DUMP-P13-L2-DECODE,,.rfl,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3225,SOC,DUMP-P13-MAX-TEMP,,.sns-maxtemp,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3226,SOC,DUMP-P13-TEMP-EVENT,,.tel,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3227,SOC,DUMP-P13-LOG,,.rbmlog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3228,SOC,DUMP-P13-APSC-LOG,,.apsc_log,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3229,SOC,DUMP-P13-MTQ,,.mtq,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3230,SOC,DUMP-P13-RBMS,,.rbm_s,5,runTest,runRBM,0,,0,RBM,xVT,A -> FA,,,,1
1,3231,SOC,FIXTURESIGNAL_SETFANSPEED_0,,FIXTURESIGNAL_SETFANSPEED_0,60,Rush,setfanspeed,0,,,,xVT,AAB,,,,1
1,3232,SOC,Reset MLB,,FIXTURESIGNAL_BOOT_RBM,60,Rush,restore,0,,-> <-,RBM,xVT,AAB,,,,1
1,3233,SOC,DUMP-P14-PCORE-STATE,,phigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3234,SOC,DUMP-P14-ECORE-STATE,,ehigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3235,SOC,DUMP-P14-TEMP,,.temps,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3236,SOC,DUMP-P14-PROW-HAMMER,,calc-pdvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3237,SOC,DUMP-P14-PROW-HAMMER,,calc-edvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3238,SOC,SET-P14-PA2DDR,,true to dumppa2ddr?,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3239,SOC,DUMP-P14-PROW-HAMMER,,show dvfm,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3240,SOC,DUMP-P14-NOM-SOCPERF,,show socperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3241,SOC,DUMP-P14-NOM-DCSPERF,,show dcsperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3242,SOC,DUMP-P14-PMU,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3243,SOC,SET-P14-VDDR1V1,,set pmu -vdd2=1060,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3244,SOC,DUMP-P14-PMU-2,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3245,SOC,RBM-P14,,rbm-phigh14 -tout 300,400,Dut,sendCommand,0,,TEST_PASSED,RBM,xVT,A -> FA,60,x,,1
1,3246,SOC,DUMP-P14-TEMPLOG,,.templog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3247,SOC,DUMP-P14-L2-DECODE,,.rfl,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3248,SOC,DUMP-P14-MAX-TEMP,,.sns-maxtemp,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3249,SOC,DUMP-P14-TEMP-EVENT,,.tel,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3250,SOC,DUMP-P14-LOG,,.rbmlog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3251,SOC,DUMP-P14-APSC-LOG,,.apsc_log,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3252,SOC,DUMP-P14-MTQ,,.mtq,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3253,SOC,DUMP-P14-RBMS,,.rbm_s,5,runTest,runRBM,0,,0,RBM,xVT,A -> FA,,,,1
1,3254,SOC,FIXTURESIGNAL_SETFANSPEED_100,,FIXTURESIGNAL_SETFANSPEED_100,60,Rush,setfanspeed,0,,,,xVT,AAB,,,,1
1,3255,SOC,Reset MLB,,FIXTURESIGNAL_BOOT_RBM,60,Rush,restore,0,,-> <-,RBM,xVT,AAB,,,,1
1,3256,SOC,DUMP-ROW-HAMMER-PCORE-STATE,,phigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3257,SOC,DUMP-ROW-HAMMER-ECORE-STATE,,ehigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3258,SOC,DUMP-ROW-HAMMER-TEMP,,.temps,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3259,SOC,DUMP-ROW-HAMMER-PROW-HAMMER,,calc-pdvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3260,SOC,DUMP-ROW-HAMMER-PROW-HAMMER,,calc-edvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3261,SOC,SET-ROW-HAMMER-PA2DDR,,true to dumppa2ddr?,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3262,SOC,DUMP-ROW-HAMMER-PROW-HAMMER,,show dvfm,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3263,SOC,DUMP-NOM-SOCPERF,,show socperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3264,SOC,DUMP-NOM-DCSPERF,,show dcsperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3265,SOC,DUMP-ROW-HAMMER-PMU,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3266,SOC,SET-ROW-HAMMER-VDDR1V1,,set pmu -vdd2=1060,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3267,SOC,DUMP-ROW-HAMMER-PMU-2,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3268,SOC,RBM-ROW-HAMMER,,rbm-row-hammer-test -tout 300,400,Dut,sendCommand,0,,TEST_PASSED,RBM,xVT,A -> FA,60,x,,1
1,3269,SOC,DUMP-ROW-HAMMER-TEMPLOG,,.templog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3270,SOC,DUMP-ROW-HAMMER-L2-DECODE,,.rfl,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3271,SOC,DUMP-ROW-HAMMER-MAX-TEMP,,.sns-maxtemp,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3272,SOC,DUMP-ROW-HAMMER-TEMP-EVENT,,.tel,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3273,SOC,DUMP-ROW-HAMMER-LOG,,.rbmlog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3274,SOC,DUMP-ROW-HAMMER-APSC-LOG,,.apsc_log,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3275,SOC,DUMP-ROW-HAMMER-MTQ,,.mtq,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3276,SOC,DUMP-ROW-HAMMER-RBMS,,.rbm_s,5,runTest,runRBM,0,,0,RBM,xVT,A -> FA,,,,1
